"new_simple_name","taxon_id","kingdom","class","new_redlistTW"
"Cissampelos pareira","t0073256","Plantae","Magnoliopsida","NCR"
"Citrus × limonia","t0073261","Plantae","Magnoliopsida","DD"
"Citrus tachibana","t0073270","Plantae","Magnoliopsida","DD"
"Clematis parviloba","t0073294","Plantae","Magnoliopsida","NNT"
"Clematis terniflora","t0073296","Plantae","Magnoliopsida","NVU"
"Clerodendrum kaempferi","t0073297","Plantae","Magnoliopsida","NNT"
"Cnidium monnieri","t0073338","Plantae","Magnoliopsida","NLC"
"Cocculus orbiculatus","t0073343","Plantae","Magnoliopsida","NLC"
"Campanumoea javanica","t0073361","Plantae","Magnoliopsida","NLC"
"Cordia aspera","t0073450","Plantae","Magnoliopsida","NEN"
"Coriaria japonica","t0073454","Plantae","Magnoliopsida","NLC"
"Corylopsis stenopetala","t0073458","Plantae","Magnoliopsida","NEN"
"Cotoneaster chingshuiensis","t0073531","Plantae","Magnoliopsida","NCR"
"Cotoneaster konishii","t0073532","Plantae","Magnoliopsida","NLC"
"Crepidium roohutuensis","t0073543","Plantae","Magnoliopsida","NLC"
"Crepidomanes schmidtianum","t0073544","Plantae","Polypodiopsida","NLC"
"Cyclea ochiaiana","t0073599","Plantae","Magnoliopsida","NLC"
"Cyperus imbricatus","t0073609","Plantae","Magnoliopsida","NLC"
"Cyperus michelianus","t0073610","Plantae","Magnoliopsida","NLC"
"Daphne kiusiana","t0073626","Plantae","Magnoliopsida","NLC"
"Daphniphyllum glaucescens","t0073627","Plantae","Magnoliopsida","NLC"
"Deinostema adenocaulon","t0073632","Plantae","Magnoliopsida","NVU"
"Deinostema violaceum","t0073633","Plantae","Magnoliopsida","DD"
"Dendranthema horaimontana","t0073642","Plantae","Magnoliopsida","NCR"
"Dendranthema lavandulifolium","t0073643","Plantae","Magnoliopsida","NEN"
"Dendrobium nobile","t0073644","Plantae","Magnoliopsida","DD"
"Dianthus superbus","t0073662","Plantae","Magnoliopsida","NLC"
"Dichocarpum adiantifolium","t0073664","Plantae","Magnoliopsida","NNT"
"Didymoplexis pallens","t0073694","Plantae","Magnoliopsida","NLC"
"Digitaria magna","t0073702","Plantae","Magnoliopsida","DD"
"Digitaria radicosa","t0073703","Plantae","Magnoliopsida","NLC"
"Digitaria sericea","t0073704","Plantae","Magnoliopsida","NLC"
"Dioscorea japonica","t0073709","Plantae","Magnoliopsida","NLC"
"Diplazium kawakamii","t0073717","Plantae","Polypodiopsida","NLC"
"Disporopsis fuscopicta","t0073725","Plantae","Magnoliopsida","NLC"
"Dregea volubilis","t0073748","Plantae","Magnoliopsida","NLC"
"Dryopteris decipiens","t0073760","Plantae","Polypodiopsida","NVU"
"Dryopteris huangshanensis","t0073762","Plantae","Polypodiopsida","DD"
"Dumasia villosa","t0073766","Plantae","Magnoliopsida","NLC"
"Elaeagnus ohashii","t0073812","Plantae","Magnoliopsida","NCR"
"Elaeocarpus sphaericus","t0073815","Plantae","Magnoliopsida","NNT"
"Elatostema hirtellipedunculatum","t0073819","Plantae","Magnoliopsida","NLC"
"Eleocharis congesta","t0073822","Plantae","Magnoliopsida","NVU"
"Eleocharis dulcis","t0073823","Plantae","Magnoliopsida","NLC"
"Elymus formosanus","t0073826","Plantae","Magnoliopsida","NLC"
"Enkianthus perulatus","t0073831","Plantae","Magnoliopsida","NVU"
"Epipactis helleborine","t0073846","Plantae","Magnoliopsida","NNT"
"Epipogium kentingensis","t0073849","Plantae","Magnoliopsida","DD"
"Epipogium taiwanense","t0073851","Plantae","Magnoliopsida","NNT"
"Erigeron morrisonensis","t0073856","Plantae","Magnoliopsida","NLC"
"Eucosia cordata","t0073908","Plantae","Magnoliopsida","NLC"
"Goodyera viridiflora hengchunensis","t0073909","Plantae","Magnoliopsida","NVU"
"Eupatorium chinense","t0073920","Plantae","Magnoliopsida","NLC"
"Eupatorium clematideum","t0073921","Plantae","Magnoliopsida","NLC"
"Eupatorium kiirunense","t0073922","Plantae","Magnoliopsida","NLC"
"Euphorbia jolkini","t0073924","Plantae","Magnoliopsida","NVU"
"Euphorbia sparrmannii","t0073928","Plantae","Magnoliopsida","NVU"
"Euphrasia transmorrisonensis","t0073931","Plantae","Magnoliopsida","NNT"
"Eurya taitungensis","t0073936","Plantae","Magnoliopsida","DD"
"Fallopia multiflora","t0073945","Plantae","Magnoliopsida","NLC"
"Ficus cumingii","t0073954","Plantae","Magnoliopsida","NLC"
"Ficus ruficaulis","t0073962","Plantae","Magnoliopsida","NNT"
"Fimbristylis aestivalis","t0073965","Plantae","Magnoliopsida","NLC"
"Fimbristylis tristachya","t0073966","Plantae","Magnoliopsida","NLC"
"Firmiana simplex","t0073967","Plantae","Magnoliopsida","NLC"
"Galactia tenuiflora","t0074074","Plantae","Magnoliopsida","NLC"
"Gastrodia fontinalis","t0074088","Plantae","Magnoliopsida","NCR"
"Gastrodia leoui","t0074090","Plantae","Magnoliopsida","NLC"
"Gastrodia leucochila","t0074091","Plantae","Magnoliopsida","DD"
"Gentiana davidii","t0074098","Plantae","Magnoliopsida","NLC"
"Gentiana flavomaculata","t0074099","Plantae","Magnoliopsida","NLC"
"Geranium nepalense","t0074104","Plantae","Magnoliopsida","NLC"
"Glechoma hederacea","t0074111","Plantae","Magnoliopsida","NLC"
"Glochidion kusukusense","t0074114","Plantae","Magnoliopsida","NLC"
"Glochidion ovalifolium","t0074115","Plantae","Magnoliopsida","NNT"
"Gnaphalium hypoleucum","t0074134","Plantae","Magnoliopsida","NLC"
"Gnaphalium involucratum","t0074135","Plantae","Magnoliopsida","NLC"
"Gnaphalium luteoalbum","t0074136","Plantae","Magnoliopsida","NLC"
"Gonostegia matsudae","t0074152","Plantae","Magnoliopsida","NLC"
"Goodyera maculata","t0074153","Plantae","Magnoliopsida","NLC"
"Gymnema sylvestre","t0074187","Plantae","Magnoliopsida","NLC"
"Gynura divaricata","t0074199","Plantae","Magnoliopsida","NLC"
"Habenaria alishanensis","t0074202","Plantae","Magnoliopsida","DD"
"Haloragis micrantha","t0074215","Plantae","Magnoliopsida","NLC"
"Hedera rhombea","t0074246","Plantae","Magnoliopsida","NLC"
"Hemigraphis primulifolia","t0074260","Plantae","Magnoliopsida","NVU"
"Hoya carnosa","t0074317","Plantae","Magnoliopsida","NLC"
"Hygrophila salicifolia","t0074336","Plantae","Magnoliopsida","NNT"
"Hylodesmum densum","t0074338","Plantae","Magnoliopsida","NCR"
"Ilex sugerokii","t0074373","Plantae","Magnoliopsida","NLC"
"Ilex yunnanensis","t0074374","Plantae","Magnoliopsida","NLC"
"Ischaemum aristatum","t0074384","Plantae","Magnoliopsida","NLC"
"Ischaemum ciliare","t0074386","Plantae","Magnoliopsida","NLC"
"Isoetes taiwanensis","t0074390","Plantae","Lycopodiopsida","NCR"
"Juniperus chinensis","t0074435","Plantae","Pinopsida","NVU"
"Juniperus formosana","t0074436","Plantae","Pinopsida","NLC"
"Koenigia delicatula","t0074465","Plantae","Magnoliopsida","NNT"
"Lamium tuberiferum","t0074479","Plantae","Magnoliopsida","NLC"
"Lasianthus japonicus","t0074485","Plantae","Magnoliopsida","NLC"
"Lasianthus obliquinervis","t0074486","Plantae","Magnoliopsida","NLC"
"Lecanorchis multiflora","t0074505","Plantae","Magnoliopsida","NEN"
"Lecanorchis suginoana","t0074506","Plantae","Magnoliopsida","NNT"
"Lepistemon binectariferum","t0074543","Plantae","Magnoliopsida","NNT"
"Lespedeza thunbergii","t0074560","Plantae","Magnoliopsida","NLC"
"Lilium longiflorum","t0074590","Plantae","Magnoliopsida","DD"
"Lindernia hyssopioides","t0074593","Plantae","Magnoliopsida","DD"
"Craterostigma sessiliflorum","t0074594","Plantae","Magnoliopsida","RE"
"Lithocarpus kawakamii","t0074604","Plantae","Magnoliopsida","NLC"
"Litsea acuminata","t0074608","Plantae","Magnoliopsida","NLC"
"Litsea cubeba","t0074609","Plantae","Magnoliopsida","NLC"
"Litsea elongata","t0074610","Plantae","Magnoliopsida","NLC"
"Litsea rotundifolia","t0074612","Plantae","Magnoliopsida","NLC"
"Livistona chinensis","t0074613","Plantae","Magnoliopsida","NVU"
"Loranthus kaoi","t0074644","Plantae","Magnoliopsida","NNT"
"Lyonia ovalifolia","t0074671","Plantae","Magnoliopsida","DD"
"Lysionotus pauciflorus","t0074677","Plantae","Magnoliopsida","NEN"
"Machilus obovatifolia","t0074679","Plantae","Magnoliopsida","NLC"
"Maesa perlaria","t0074694","Plantae","Magnoliopsida","DD"
"Mazus pumilus","t0074755","Plantae","Magnoliopsida","NLC"
"Merremia hederacea","t0074774","Plantae","Magnoliopsida","NLC"
"Millettia pulchra","t0074822","Plantae","Magnoliopsida","NCR"
"Erythranthe tenella","t0074823","Plantae","Magnoliopsida","NLC"
"Mitrastemon yamamotoi","t0074829","Plantae","Magnoliopsida","NEN"
"Mucuna gigantea","t0074852","Plantae","Magnoliopsida","NCR"
"Mussaenda taiwanensis","t0074870","Plantae","Magnoliopsida","NVU"
"Myristica ceylanica","t0074873","Plantae","Magnoliopsida","NVU"
"Myristica elliptica","t0074874","Plantae","Magnoliopsida","NEN"
"Neoalsomitra integrifolia","t0074900","Plantae","Magnoliopsida","NLC"
"Neottia atayalica","t0074915","Plantae","Magnoliopsida","NLC"
"Neottia shenlengiana","t0074919","Plantae","Magnoliopsida","NNT"
"Nervilia cumberlegei","t0074929","Plantae","Magnoliopsida","NCR"
"Nervilia hungii","t0074930","Plantae","Magnoliopsida","NCR"
"Nervilia purpureotincta","t0074931","Plantae","Magnoliopsida","NNT"
"Odontochilus yakushimensis","t0074979","Plantae","Magnoliopsida","NLC"
"Osmanthus kaoi","t0075035","Plantae","Magnoliopsida","NLC"
"Papilionanthe pseudotaiwaniana","t0075113","Plantae","Magnoliopsida","DD"
"Paraboea swinhoii","t0075117","Plantae","Magnoliopsida","NLC"
"Parasenecio sylviaensis","t0075124","Plantae","Magnoliopsida","NVU"
"Patrinia formosana","t0075133","Plantae","Magnoliopsida","NLC"
"Patrinia glabrifolia","t0075134","Plantae","Magnoliopsida","NLC"
"Polygonum barbatum","t0075187","Plantae","Magnoliopsida","NLC"
"Persicaria conspicua","t0075189","Plantae","Magnoliopsida","NVU"
"Persicaria filiformis","t0075190","Plantae","Magnoliopsida","NNT"
"Persicaria longiseta","t0075193","Plantae","Magnoliopsida","NLC"
"Phellodendron amurense","t0075235","Plantae","Magnoliopsida","NCR"
"Picrasma quassioides","t0075279","Plantae","Magnoliopsida","NVU"
"Picris hieracioides","t0075280","Plantae","Magnoliopsida","NLC"
"Pieris taiwanensis","t0075281","Plantae","Magnoliopsida","NLC"
"Pilea aquarum","t0075282","Plantae","Magnoliopsida","NLC"
"Pilea elliptifolia","t0075283","Plantae","Magnoliopsida","NVU"
"Pilea funkikensis","t0075284","Plantae","Magnoliopsida","NLC"
"Pilea peploides","t0075286","Plantae","Magnoliopsida","NLC"
"Pimpinella niitakayamensis","t0075289","Plantae","Magnoliopsida","NLC"
"Pinus armandii","t0075294","Plantae","Pinopsida","NLC"
"Pinus massoniana","t0075307","Plantae","Pinopsida","NLC"
"Piper interruptum","t0075324","Plantae","Magnoliopsida","DD"
"Pisonia umbellifera","t0075332","Plantae","Magnoliopsida","NLC"
"Pittosporum daphniphylloides","t0075338","Plantae","Magnoliopsida","NLC"
"Pittosporum tobira","t0075339","Plantae","Magnoliopsida","NLC"
"Plantago macronipponica","t0075396","Plantae","Magnoliopsida","NLC"
"Platostoma hispidum","t0075398","Plantae","Magnoliopsida","NCR"
"Pogostemon stellatus","t0075432","Plantae","Magnoliopsida","NEN"
"Poikilospermum acuminata","t0075435","Plantae","Magnoliopsida","NEN"
"Polygonatum odoratum","t0075441","Plantae","Magnoliopsida","NLC"
"Potentilla nipponica","t0075475","Plantae","Magnoliopsida","NEN"
"Premna hengchunensis","t0075482","Plantae","Magnoliopsida","NNT"
"Prunella vulgaris","t0075486","Plantae","Magnoliopsida","NLC"
"Prunus taiwaniana","t0075491","Plantae","Magnoliopsida","NLC"
"Prunus transarisanensis","t0075492","Plantae","Magnoliopsida","NNT"
"Pteris dimorpha","t0075517","Plantae","Polypodiopsida","NLC"
"Pteris grevilleana","t0075518","Plantae","Polypodiopsida","NVU"
"Pyrenaria shinkoensis","t0075548","Plantae","Magnoliopsida","NLC"
"Pyrus taiwanensis","t0075557","Plantae","Magnoliopsida","NCR"
"Quercus glandulifera","t0075565","Plantae","Magnoliopsida","NEN"
"Rhamnus nakaharae","t0075625","Plantae","Magnoliopsida","NLC"
"Rhaphiolepis indica","t0075631","Plantae","Magnoliopsida","NLC"
"Rhododendron ovatum","t0075644","Plantae","Magnoliopsida","NNT"
"Rhododendron rubropilosum","t0075645","Plantae","Magnoliopsida","NLC"
"Rhus ambigua","t0075651","Plantae","Magnoliopsida","NLC"
"Rhynchoglossum obliquum","t0075656","Plantae","Magnoliopsida","NLC"
"Rosa bracteata","t0075689","Plantae","Magnoliopsida","NVU"
"Rosa sericea","t0075696","Plantae","Magnoliopsida","NLC"
"Rotala indica","t0075698","Plantae","Magnoliopsida","NLC"
"Rubia akane","t0075700","Plantae","Magnoliopsida","NLC"
"Rubus pseudoacer","t0075702","Plantae","Magnoliopsida","DD"
"Ryssopterys timoriensis","t0075711","Plantae","Magnoliopsida","DD"
"Saccolabiopsis viridiflora taiwaniana","t0075720","Plantae","Magnoliopsida","NEN"
"Sageretia thea","t0075721","Plantae","Magnoliopsida","NLC"
"Salix okamotoana","t0075725","Plantae","Magnoliopsida","NEN"
"Salvia nipponica","t0075728","Plantae","Magnoliopsida","NLC"
"Sanguisorba officinalis","t0075732","Plantae","Magnoliopsida","NCR"
"Sarcandra glabra","t0075743","Plantae","Magnoliopsida","NLC"
"Sarcopyramis napalensis","t0075746","Plantae","Magnoliopsida","NLC"
"Schoenoplectiella mucronata","t0075836","Plantae","Magnoliopsida","NLC"
"Schoenoplectiella supina","t0075837","Plantae","Magnoliopsida","NNT"
"Schoenus nitens","t0075838","Plantae","Magnoliopsida","DD"
"Taxillus liquidambaricolus","t0075856","Plantae","Magnoliopsida","NLC"
"Scutellaria austrotaiwanensis","t0075857","Plantae","Magnoliopsida","NVU"
"Sedum triangulisepalum","t0075863","Plantae","Magnoliopsida","NVU"
"Sedum truncatistigmum","t0075864","Plantae","Magnoliopsida","NVU"
"Selaginella doederleinii","t0075866","Plantae","Lycopodiopsida","DD"
"Selaginella helvetica","t0075868","Plantae","Lycopodiopsida","NNT"
"Senecio nemorensis","t0075887","Plantae","Magnoliopsida","NLC"
"Senecio scandens","t0075890","Plantae","Magnoliopsida","NLC"
"Severinia buxifolia","t0075899","Plantae","Magnoliopsida","NLC"
"Shortia rotundifolia","t0075901","Plantae","Magnoliopsida","DD"
"Skimmia japonica","t0075921","Plantae","Magnoliopsida","DD"
"Smilax bracteata","t0075922","Plantae","Magnoliopsida","NLC"
"Smilax insularis","t0075923","Plantae","Magnoliopsida","NLC"
"Smilax koyamae","t0075924","Plantae","Magnoliopsida","NLC"
"Smilax taipeiensis","t0075927","Plantae","Magnoliopsida","NLC"
"Spiraea prunifolia","t0075959","Plantae","Magnoliopsida","NLC"
"Spiraea tatakaensis","t0075960","Plantae","Magnoliopsida","NVU"
"Stachys arvensis","t0075974","Plantae","Magnoliopsida","NLC"
"Stephanandra incisa","t0076024","Plantae","Magnoliopsida","NVU"
"Stephania japonica","t0076025","Plantae","Magnoliopsida","NLC"
"Strobilanthes penstemonoides","t0076044","Plantae","Magnoliopsida","NLC"
"Adenophora morrisonensis morrisonensis","t0084577","Plantae","Magnoliopsida","NLC"
"Ardisia cornudentata cornudentata","t0084578","Plantae","Magnoliopsida","NLC"
"Ardisia cornudentata morrisonensis","t0084579","Plantae","Magnoliopsida","NLC"
"Buxus microphylla sinica","t0084584","Plantae","Magnoliopsida","NLC"
"Capparis sikkimensis formosana","t0084585","Plantae","Magnoliopsida","NNT"
"Chenopodium acuminatum virgatum","t0084589","Plantae","Magnoliopsida","NLC"
"Circaea alpina imaicola","t0084590","Plantae","Magnoliopsida","NLC"
"Cordia aspera kanehirai","t0084591","Plantae","Magnoliopsida","NEN"
"Cyperus imbricatus imbricatus","t0084592","Plantae","Magnoliopsida","NLC"
"Cyrtomium falcatum falcatum","t0084593","Plantae","Polypodiopsida","NLC"
"Daphniphyllum glaucescens oldhamii","t0084594","Plantae","Magnoliopsida","NLC"
"Daphniphyllum macropodum","t0084595","Plantae","Magnoliopsida","NLC"
"Glycine max formosana","t0084597","Plantae","Magnoliopsida","NVU"
"Gnaphalium luteoalbum luteoalbum","t0084598","Plantae","Magnoliopsida","NLC"
"Gynura divaricata formosana","t0084599","Plantae","Magnoliopsida","NLC"
"Mucuna gigantea tashiroi","t0084608","Plantae","Magnoliopsida","NCR"
"Picris hieracioides morrisonensis","t0084613","Plantae","Magnoliopsida","NLC"
"Picris hieracioides ohwiana","t0084614","Plantae","Magnoliopsida","NLC"
"Prunella vulgaris asiatica","t0084620","Plantae","Magnoliopsida","NLC"
"Rubus pseudoacer flexuosus","t0084623","Plantae","Magnoliopsida","DD"
"Schoenus nitens nitens","t0084626","Plantae","Magnoliopsida","DD"
"Selaginella doederleinii doederleinii","t0084627","Plantae","Lycopodiopsida","NLC"
"Selaginella doederleinii trachyphylla","t0084628","Plantae","Lycopodiopsida","DD"
"Sida rhombifolia insularis","t0084631","Plantae","Magnoliopsida","NLC"
"Skimmia japonica distincte-venulosa","t0084633","Plantae","Magnoliopsida","DD"
"Youngia japonica formosana","t0084635","Plantae","Magnoliopsida","NLC"
"Youngia japonica japonica","t0084636","Plantae","Magnoliopsida","NLC"
"Arabidopsis lyrata kamchatica","t0085089","Plantae","Magnoliopsida","NLC"
"Arisaema thunbergii autumnale","t0085090","Plantae","Magnoliopsida","NNT"
"Bolboschoenus maritimus affinis","t0085092","Plantae","Magnoliopsida","NLC"
"Clematis gouriana lishanensis","t0085094","Plantae","Magnoliopsida","NLC"
"Cornus kousa chinensis","t0085095","Plantae","Magnoliopsida","DD"
"Cyperus nutans subprolixus","t0085096","Plantae","Magnoliopsida","NLC"
"Cyrtomium falcatum australe","t0085097","Plantae","Polypodiopsida","NLC"
"Lotus corniculatus japonicus","t0085099","Plantae","Magnoliopsida","NLC"
"Phalaenopsis formosana","t0085100","Plantae","Magnoliopsida","NCR"
"Phyllanthus urinaria nudicarpus","t0085101","Plantae","Magnoliopsida","NLC"
"Platanthera formosana","t0085102","Plantae","Magnoliopsida","NNT"
"Maesa perlaria formosana","t0086524","Plantae","Magnoliopsida","NLC"
"Magnolia compressa formosana","t0086525","Plantae","Magnoliopsida","NLC"
"Oplismenus compositus intermedius","t0086528","Plantae","Magnoliopsida","NLC"
"Digitaria leptalea reticulmis","t0086530","Plantae","Magnoliopsida","NLC"
"Eleutherococcus trifoliatus setosus","t0086531","Plantae","Magnoliopsida","NLC"
"Ficus microcarpa crassifolia","t0086533","Plantae","Magnoliopsida","DD"
"Pteris terminalis fauriei","t0086536","Plantae","Polypodiopsida","NLC"
"Rubus parvifolius toapiensis","t0086537","Plantae","Magnoliopsida","DD"
"Glochidion zeylanicum zeylanicum","t0086539","Plantae","Magnoliopsida","NLC"
"Juniperus formosana formosana","t0086540","Plantae","Pinopsida","NLC"
"Justicia procumbens hirsuta","t0086541","Plantae","Magnoliopsida","NVU"
"Lasianthus appressihirtus maximus","t0086543","Plantae","Magnoliopsida","NLC"
"Lecanorchis multiflora multiflora","t0086544","Plantae","Magnoliopsida","NEN"
"Lecanorchis nigricans yakushimensis","t0086545","Plantae","Magnoliopsida","NNT"
"Lilium longiflorum scabrum","t0086546","Plantae","Magnoliopsida","DD"
"Styrax formosanus formosanus","t0086548","Plantae","Magnoliopsida","NLC"
"Styrax japonicus kotoensis","t0086549","Plantae","Magnoliopsida","NVU"
"Thalictrum urbaini majus","t0086553","Plantae","Magnoliopsida","NVU"
"Themeda caudata matsudai","t0086554","Plantae","Magnoliopsida","NCR"
"Viola nagasawai nagasawai","t0086556","Plantae","Magnoliopsida","NLC"
"Wollastonia biflora ryukyuensis","t0086557","Plantae","Magnoliopsida","NLC"
"Clinopodium laxiflorum taiwanianum","t0086560","Plantae","Magnoliopsida","NNT"
"Grona heterocarpa heterocarpa strigosa","t0086563","Plantae","Magnoliopsida","NLC"
"Isoetes taiwanensis taiwanensis","t0086564","Plantae","Lycopodiopsida","NCR"
"Crepidomanes schmidtianum latifrons","t0086566","Plantae","Polypodiopsida","NLC"
"Ceratopteris gaudichaudii vulgaris","t0086567","Plantae","Polypodiopsida","NLC"
"Pteris dimorpha dimorpha","t0086568","Plantae","Polypodiopsida","NLC"
"Pteris dimorpha metagrevilleana","t0086569","Plantae","Polypodiopsida","NCR"
"Pteris dimorpha prolongata","t0086570","Plantae","Polypodiopsida","NLC"
"Oreogrammitis congener polytricha","t0086572","Plantae","Polypodiopsida","NEN"
"Athyrium decurrentialatum pilosellum","t0086574","Plantae","Polypodiopsida","NLC"
"Athyrium iseanum angustisectum","t0086576","Plantae","Polypodiopsida","NLC"
"Diplazium donianum lobatum","t0086577","Plantae","Polypodiopsida","NNT"
"Abutilon indicum guineense","t0086585","Plantae","Magnoliopsida","NLC"
"Acer buergerianum formosanum","t0086587","Plantae","Magnoliopsida","NCR"
"Acer palmatum pubescens","t0086589","Plantae","Magnoliopsida","NLC"
"Aconitum fukutomei formosanum","t0086592","Plantae","Magnoliopsida","NVU"
"Aconitum fukutomei fukutomei","t0086593","Plantae","Magnoliopsida","NNT"
"Adenostemma lavenia parviflorum","t0086600","Plantae","Magnoliopsida","NLC"
"Adinandra formosana obtusissima","t0086601","Plantae","Magnoliopsida","DD"
"Ailanthus altissima tanakai","t0086603","Plantae","Magnoliopsida","NLC"
"Allium bakeri morrisonense","t0086604","Plantae","Magnoliopsida","DD"
"Alopecurus aequalis amurensis","t0086607","Plantae","Magnoliopsida","NLC"
"Alysicarpus vaginalis taiwanensis","t0086608","Plantae","Magnoliopsida","DD"
"Ampelopsis glandulosa glandulosa","t0086609","Plantae","Magnoliopsida","NLC"
"Ampelopsis brevipedunculata hancei","t0086610","Plantae","Magnoliopsida","NLC"
"Ampelopsis cantoniensis cantoniensis","t0086611","Plantae","Magnoliopsida","NLC"
"Ampelopsis cantoniensis leecoides","t0086612","Plantae","Magnoliopsida","NLC"
"Amphicarpaea bracteata edgeworthii japonica","t0086613","Plantae","Magnoliopsida","NLC"
"Angelica morrisonicola morrisonicola","t0086617","Plantae","Magnoliopsida","NLC"
"Angelica morrisonicola nanhutashanensis","t0086618","Plantae","Magnoliopsida","DD"
"Antidesma japonicum densiflorum","t0086625","Plantae","Magnoliopsida","NLC"
"Aphyllorchis montana membranacea","t0086627","Plantae","Magnoliopsida","DD"
"Arisaema taiwanense taiwanense","t0086628","Plantae","Magnoliopsida","NLC"
"Artemisia somai batakensis","t0086629","Plantae","Magnoliopsida","NNT"
"Boehmeria nivea tenacissima","t0086646","Plantae","Magnoliopsida","NLC"
"Breynia officinalis officinalis","t0086653","Plantae","Magnoliopsida","NLC"
"Bulbophyllum kuanwuense peitawuense","t0086656","Plantae","Magnoliopsida","NNT"
"Bulbophyllum setaceum pilusiense","t0086659","Plantae","Magnoliopsida","NNT"
"Calanthe davidii matsudae","t0086660","Plantae","Magnoliopsida","NLC"
"Callicarpa formosana formosana","t0086662","Plantae","Magnoliopsida","NLC"
"Callicarpa formosana longifolia","t0086663","Plantae","Magnoliopsida","NVU"
"Callitriche palustris oryzetorum","t0086664","Plantae","Magnoliopsida","DD"
"Capillipedium parviflorum spicigerum","t0086665","Plantae","Magnoliopsida","NLC"
"Cassia sophera penghuana","t0086669","Plantae","Magnoliopsida","NVU"
"Centaurium pulchellum altaicum","t0086672","Plantae","Magnoliopsida","NVU"
"Cephalantheropsis obcordata alboflavescens","t0086673","Plantae","Magnoliopsida","NNT"
"Camphora officinarum nominale","t0086685","Plantae","Magnoliopsida","NLC"
"Cissampelos pareira hirsuta","t0086686","Plantae","Magnoliopsida","NCR"
"Clematis henryi henryi","t0086690","Plantae","Magnoliopsida","NLC"
"Clematis henryi morii","t0086692","Plantae","Magnoliopsida","NNT"
"Clematis terniflora garanbiensis","t0086693","Plantae","Magnoliopsida","NVU"
"Clerodendrum japonicum album","t0086694","Plantae","Magnoliopsida","NNT"
"Cleyera japonica japonica","t0086696","Plantae","Magnoliopsida","NLC"
"Cleyera japonica longicarpa","t0086697","Plantae","Magnoliopsida","NLC"
"Cleyera japonica morii","t0086698","Plantae","Magnoliopsida","NLC"
"Cleyera japonica taipinensis","t0086700","Plantae","Magnoliopsida","NLC"
"Cnidium monnieri formosanum","t0086719","Plantae","Magnoliopsida","NLC"
"Corchorus aestuans aestuans","t0086728","Plantae","Magnoliopsida","NLC"
"Corchorus aestuans brevicaulis","t0086729","Plantae","Magnoliopsida","NLC"
"Daphne kiusiana atrocaulis","t0086766","Plantae","Magnoliopsida","NLC"
"Dendranthema lavandulifolium tomentellum","t0086767","Plantae","Magnoliopsida","NEN"
"Dianthus superbus taiwanensis","t0086771","Plantae","Magnoliopsida","NLC"
"Didymoplexis pallens nantouensis","t0086782","Plantae","Magnoliopsida","DD"
"Digitaria radicosa hirsuta","t0086783","Plantae","Magnoliopsida","NLC"
"Digitaria radicosa radicosa","t0086784","Plantae","Magnoliopsida","NLC"
"Dioscorea japonica pseudojaponica","t0086785","Plantae","Magnoliopsida","NLC"
"Elaeocarpus sphaericus hayatae","t0086787","Plantae","Magnoliopsida","NNT"
"Eleocharis congesta subvivipara","t0086789","Plantae","Magnoliopsida","DD"
"Eleocharis dulcis dulcis","t0086790","Plantae","Magnoliopsida","NLC"
"Emilia sonchifolia javanica","t0086791","Plantae","Magnoliopsida","NLC"
"Erigeron morrisonensis fukuyamae","t0086793","Plantae","Magnoliopsida","NLC"
"Erigeron morrisonensis morrisonensis","t0086794","Plantae","Magnoliopsida","NLC"
"Eupatorium chinense tozanense","t0086804","Plantae","Magnoliopsida","NLC"
"Eupatorium clematideum gracillimum","t0086805","Plantae","Magnoliopsida","NVU"
"Euphrasia transmorrisonensis durietziana","t0086806","Plantae","Magnoliopsida","NNT"
"Euphrasia transmorrisonensis transmorrisonensis","t0086807","Plantae","Magnoliopsida","NLC"
"Eurya nitida nitida","t0086808","Plantae","Magnoliopsida","NNT"
"Farfugium japonicum formosanum","t0086810","Plantae","Magnoliopsida","NLC"
"Ficus pumila pumila","t0086814","Plantae","Magnoliopsida","NLC"
"Gastrodia confusoides taitungensis","t0086828","Plantae","Magnoliopsida","DD"
"Gastrodia fontinalis fontinalis","t0086829","Plantae","Magnoliopsida","NCR"
"Gastrodia fontinalis suburceolata","t0086830","Plantae","Magnoliopsida","NVU"
"Glechoma hederacea grandis","t0086831","Plantae","Magnoliopsida","NLC"
"Glycosmis parviflora erythrocarpa","t0086832","Plantae","Magnoliopsida","NLC"
"Gnaphalium hypoleucum amoyense","t0086834","Plantae","Magnoliopsida","NLC"
"Gnaphalium hypoleucum hypoleucum","t0086835","Plantae","Magnoliopsida","NLC"
"Gnaphalium involucratum ramosum","t0086836","Plantae","Magnoliopsida","NLC"
"Gnaphalium involucratum simplex","t0086837","Plantae","Magnoliopsida","NLC"
"Goodyera similis albonervosa","t0086843","Plantae","Magnoliopsida","DD"
"Ischaemum aristatum aristatum","t0086858","Plantae","Magnoliopsida","NLC"
"Ischaemum aristatum momiyamai","t0086860","Plantae","Magnoliopsida","DD"
"Ischaemum barbatum gibbum","t0086861","Plantae","Magnoliopsida","NLC"
"Justicia procumbens hayatae","t0086866","Plantae","Magnoliopsida","NVU"
"Justicia procumbens linearifolia","t0086867","Plantae","Magnoliopsida","NVU"
"Lasianthus japonicus satsumensis","t0086874","Plantae","Magnoliopsida","NLC"
