"new_simple_name","kingdom","class","new_redlistTW"
"Justicia procumbens linearifolia","Plantae","Magnoliopsida","NVU"
"Lasianthus japonicus satsumensis","Plantae","Magnoliopsida","NLC"
"Lasianthus obliquinervis obliquinervis","Plantae","Magnoliopsida","NLC"
"Lasianthus obliquinervis simizui","Plantae","Magnoliopsida","NEN"
"Liriope minor angustissima","Plantae","Magnoliopsida","NLC"
"Litsea akoensis akoensis","Plantae","Magnoliopsida","NLC"
"Litsea lii nunkao-tahangensis","Plantae","Magnoliopsida","NLC"
"Lyonia ovalifolia ovalifolia","Plantae","Magnoliopsida","NLC"
"Lysionotus pauciflorus pauciflorus","Plantae","Magnoliopsida","NLC"
"Machilus obovatifolia taiwuensis","Plantae","Magnoliopsida","NLC"
"Millettia pulchra microphylla","Plantae","Magnoliopsida","NCR"
"Mimulus tenellus japonicus","Plantae","Magnoliopsida","NLC"
"Murraya omphalocarpa","Plantae","Magnoliopsida","NNT"
"Myristica ceylanica cagayanensis","Plantae","Magnoliopsida","NVU"
"Myristica elliptica simiarum","Plantae","Magnoliopsida","NEN"
"Neolitsea sericea aurata","Plantae","Magnoliopsida","NEN"
"Neottia fukuyamae chilaiensis","Plantae","Magnoliopsida","NNT"
"Oreorchis indica","Plantae","Magnoliopsida","NNT"
"Peristylus lacertifer lacertifer","Plantae","Magnoliopsida","NNT"
"Persicaria barbata gracilis","Plantae","Magnoliopsida","NLC"
"Phellodendron amurense wilsonii","Plantae","Magnoliopsida","NCR"
"Pilea peploides major","Plantae","Magnoliopsida","NLC"
"Pilea peploides peploides","Plantae","Magnoliopsida","NLC"
"Piper interruptum multinervum","Plantae","Magnoliopsida","DD"
"Pittosporum illicioides angustifolium","Plantae","Magnoliopsida","NVU"
"Prunus phaeosticta ilicifolia","Plantae","Magnoliopsida","NEN"
"Pteris grevilleana grevilleana","Plantae","Polypodiopsida","NLC"
"Quercus longinux lativiolacifolia","Plantae","Magnoliopsida","DD"
"Rhododendron ovatum lamprophyllum","Plantae","Magnoliopsida","NNT"
"Rhododendron ovatum ovatum","Plantae","Magnoliopsida","DD"
"Rhododendron rubropilosum rubropilosum","Plantae","Magnoliopsida","NLC"
"Rhododendron rubropilosum taiwanalpinum","Plantae","Magnoliopsida","NLC"
"Rhus chinensis roxburghii","Plantae","Magnoliopsida","NLC"
"Rhus succedanea succedanea","Plantae","Magnoliopsida","NLC"
"Rhynchoglossum obliquum hologlossum","Plantae","Magnoliopsida","NLC"
"Rosa bracteata bracteata","Plantae","Magnoliopsida","NVU"
"Rotala indica uliginosa","Plantae","Magnoliopsida","NLC"
"Rubia akane akane","Plantae","Magnoliopsida","NLC"
"Rubus lambertianus lambertianus","Plantae","Magnoliopsida","NLC"
"Salix fulvopubescens tagawana","Plantae","Magnoliopsida","NLC"
"Salix taiwanalpina morrisonicola","Plantae","Magnoliopsida","NNT"
"Salix taiwanalpina taiwanalpina","Plantae","Magnoliopsida","NNT"
"Salix taiwanalpina takasagoalpina","Plantae","Magnoliopsida","NLC"
"Salvia formosana matsudae","Plantae","Magnoliopsida","NLC"
"Salvia nipponica formosana","Plantae","Magnoliopsida","NLC"
"Sarcopyramis napalensis delicata","Plantae","Magnoliopsida","NLC"
"Schima superba kankaoensis","Plantae","Magnoliopsida","NLC"
"Schizachyrium fragile shimadae","Plantae","Magnoliopsida","DD"
"Senecio nemorensis dentatus","Plantae","Magnoliopsida","NLC"
"Shortia rotundifolia ritoensis","Plantae","Magnoliopsida","DD"
"Shortia rotundifolia subcordata","Plantae","Magnoliopsida","DD"
"Shortia rotundifolia transalpina","Plantae","Magnoliopsida","NNT"
"Smilax bracteata bracteata","Plantae","Magnoliopsida","NLC"
"Stephania japonica hispidula","Plantae","Magnoliopsida","NLC"
"Stephania japonica japonica","Plantae","Magnoliopsida","NLC"
"Symplocos cochinchinensis cochinchinensis","Plantae","Magnoliopsida","NLC"
"Taxillus limprichtii limprichtii","Plantae","Magnoliopsida","NVU"
"Taxillus limprichtii longiflorus","Plantae","Magnoliopsida","NVU"
"Taxillus lonicerifolius lonicerifolius","Plantae","Magnoliopsida","NLC"
"Trisetum spicatum formosanum","Plantae","Magnoliopsida","NLC"
"Vaccinium wrightii wrightii","Plantae","Magnoliopsida","NLC"
"Vigna minima minor","Plantae","Magnoliopsida","NLC"
"Vigna vexillata tsusimensis","Plantae","Magnoliopsida","NLC"
"Viola adenothrix adenothrix","Plantae","Magnoliopsida","NLC"
"Viola adenothrix tsugitakaensis","Plantae","Magnoliopsida","NLC"
"Viola formosana stenopetala","Plantae","Magnoliopsida","NLC"
"Viola nagasawae pricei","Plantae","Magnoliopsida","NLC"
"Yoania amagiensis squamipes","Plantae","Magnoliopsida","NCR"
"Zanthoxylum ailanthoides pubescens","Plantae","Magnoliopsida","DD"
"Viburnum plicatum formosanum","Plantae","Magnoliopsida","NNT"
"Viola obtusa tsuifengensis","Plantae","Magnoliopsida","NVU"
"Vitis thunbergii taiwaniana","Plantae","Magnoliopsida","NEN"
"Achyranthes bidentata japonica","Plantae","Magnoliopsida","NLC"
"Arisaema taiwanense brevipedunculatum","Plantae","Magnoliopsida","NVU"
"Blumea riparia megacephala","Plantae","Magnoliopsida","NLC"
"Bulbophyllum albociliatum shanlinshiense","Plantae","Magnoliopsida","NLC"
"Bulbophyllum weiminianum","Plantae","Magnoliopsida","NVU"
"Bulbophyllum hirundinis calvum","Plantae","Magnoliopsida","DD"
"Buxus microphylla sinica tarokoensis","Plantae","Magnoliopsida","NVU"
"Callicarpa formosana glabrata","Plantae","Magnoliopsida","NLC"
"Carex gentilis nakaharae","Plantae","Magnoliopsida","DD"
"Carex mitrata aristata","Plantae","Magnoliopsida","DD"
"Cheirostylis pusilla simplex","Plantae","Magnoliopsida","NCR"
"Cirsium japonicum australe","Plantae","Magnoliopsida","NLC"
"Cirsium japonicum takaoense","Plantae","Magnoliopsida","NLC"
"Clematis chinensis tatushanensis","Plantae","Magnoliopsida","NNT"
"Clematis tashiroi huangii","Plantae","Magnoliopsida","NVU"
"Dioscorea japonica oldhamii","Plantae","Magnoliopsida","NLC"
"Elaeocarpus decipiens changii","Plantae","Magnoliopsida","NVU"
"Elatostema lineolatum majus","Plantae","Magnoliopsida","NLC"
"Eurya nanjenshanensis","Plantae","Magnoliopsida","NNT"
"Ficus microcarpa fuyuensis","Plantae","Magnoliopsida","DD"
"Ficus microcarpa oluangpiensis","Plantae","Magnoliopsida","DD"
"Ficus microcarpa pusillifolia","Plantae","Magnoliopsida","DD"
"Gentiana flavomaculata yuanyanghuensis","Plantae","Magnoliopsida","NLC"
"Gentiana scabrida punctulata","Plantae","Magnoliopsida","NLC"
"Imperata cylindrica major","Plantae","Magnoliopsida","NLC"
"Juncus effusus decipiens","Plantae","Magnoliopsida","NLC"
"Litsea akoensis chitouchiaoensis","Plantae","Magnoliopsida","NLC"
"Musa itinerans chiumei","Plantae","Magnoliopsida","NCR"
"Musa basjoo formosana","Plantae","Magnoliopsida","NLC"
"Musa itinerans kavalanensis","Plantae","Magnoliopsida","NCR"
"Prunella vulgaris nanhutashanense","Plantae","Magnoliopsida","NVU"
"Rhamnus chingshuiensis tashanensis","Plantae","Magnoliopsida","NLC"
"Solidago virgaurea leiocarpa","Plantae","Magnoliopsida","NLC"
"Sporobolus indicus flaccidus","Plantae","Magnoliopsida","DD"
"Sporobolus indicus major","Plantae","Magnoliopsida","NLC"
"Syzygium densinervium","Plantae","Magnoliopsida","NNT"
"Taxillus lonicerifolius longifolius","Plantae","Magnoliopsida","NLC"
"Thalictrum javanicum puberulum","Plantae","Magnoliopsida","DD"
"Pteris grevilleana ornata","Plantae","Polypodiopsida","NVU"
"Neolitsea buisanensis buisanensis","Plantae","Magnoliopsida","NLC"
"Chrinephrium insulare","Plantae","Polypodiopsida","DD"
"Solanum pseudosaponaceum","Plantae","Magnoliopsida","NLC"
"Acer buergerianum","Plantae","Magnoliopsida","NCR"
"Sporobolus indicus","Plantae","Magnoliopsida","DD"
"Arabidopsis halleri","Plantae","Magnoliopsida","NEN"
"Arabidopsis lyrata","Plantae","Magnoliopsida","NLC"
"Arabis alpina","Plantae","Magnoliopsida","NLC"
"Ardisia cornudentata morrisonensis stenosepala","Plantae","Magnoliopsida","NLC"
"Arisaema thunbergii","Plantae","Magnoliopsida","NNT"
"Blumea riparia","Plantae","Magnoliopsida","NLC"
"Bolboschoenus maritimus","Plantae","Magnoliopsida","NLC"
"Calanthe masuca","Plantae","Magnoliopsida","NLC"
"Leptopetalum strigulosum","Plantae","Magnoliopsida","NLC"
"Droguetia iners","Plantae","Magnoliopsida","NNT"
"Elatostema lineolatum","Plantae","Magnoliopsida","NLC"
"Epilobium brevifolium","Plantae","Magnoliopsida","NLC"
"Eulophia bicarinata","Plantae","Magnoliopsida","DD"
"Excoecaria formosana","Plantae","Magnoliopsida","NLC"
"Ficus aurantiacea","Plantae","Magnoliopsida","NLC"
"Tsuga chinensis","Plantae","Pinopsida","NLC"
"Viburnum plicatum","Plantae","Magnoliopsida","NNT"
"Viola nagasawai","Plantae","Magnoliopsida","NLC"
"Viola obtusa","Plantae","Magnoliopsida","NVU"
"Helwingia japonica","Plantae","Magnoliopsida","NLC"
"Imperata cylindrica","Plantae","Magnoliopsida","NLC"
"Ipomoea pes-caprae","Plantae","Magnoliopsida","NLC"
"Juncus effusus","Plantae","Magnoliopsida","NLC"
"Keteleeria davidiana","Plantae","Pinopsida","NCR"
"Lilium speciosum","Plantae","Magnoliopsida","NCR"
"Sagittaria guayanensis","Plantae","Magnoliopsida","NEN"
"Rhynchospora rugosa","Plantae","Magnoliopsida","NVU"
"Silene fortunei","Plantae","Magnoliopsida","NLC"
"Skimmia japonica distincte-venulosa orthoclada","Plantae","Magnoliopsida","DD"
"Solidago virgaurea","Plantae","Magnoliopsida","NLC"
"Thalictrum javanicum","Plantae","Magnoliopsida","DD"
"Lotus corniculatus","Plantae","Magnoliopsida","NLC"
"Deparia petersenii","Plantae","Polypodiopsida","NLC"
"Lysimachia loeflingii","Plantae","Magnoliopsida","NLC"
"Musa itinerans","Plantae","Magnoliopsida","NCR"
"Cardamine scutata","Plantae","Magnoliopsida","NLC"
"Carex finitima","Plantae","Magnoliopsida","NLC"
"Carex gentilis","Plantae","Magnoliopsida","DD"
"Carex grallatoria","Plantae","Magnoliopsida","NVU"
"Carex ligulata","Plantae","Magnoliopsida","NLC"
"Carex manca","Plantae","Magnoliopsida","NLC"
"Carex mitrata","Plantae","Magnoliopsida","DD"
"Carex tristachya","Plantae","Magnoliopsida","NLC"
"Cheirostylis pusilla","Plantae","Magnoliopsida","NCR"
"Crateva adansonii","Plantae","Magnoliopsida","NLC"
"Daphniphyllum glaucescens oldhamii lanyuense","Plantae","Magnoliopsida","NNT"
"Philoxerus wrightii","Plantae","Magnoliopsida","NVU"
"Raphanus raphanistrum","Plantae","Magnoliopsida","NLC"
"Rubus parviaraliifolius","Plantae","Magnoliopsida","NLC"
"Oxalis griffithii formosana","Plantae","Magnoliopsida","NLC"
"Pueraria montana montana","Plantae","Magnoliopsida","NLC"
"Ficus microcarpa microcarpa","Plantae","Magnoliopsida","NLC"
"Plagiogyria dunnii","Plantae","Polypodiopsida","NLC"
"Arachniodes amabilis","Plantae","Polypodiopsida","NLC"
"Arundinella pubescens","Plantae","Magnoliopsida","NLC"
"Mazus delavayi","Plantae","Magnoliopsida","NLC"
"Rubus niveus","Plantae","Magnoliopsida","NLC"
"Entada koshunensis","Plantae","Magnoliopsida","NEN"
"Ficus superba","Plantae","Magnoliopsida","NLC"
"Microlepia marginata marginata","Plantae","Polypodiopsida","NLC"
"Aspidistra mushaensis mushaensis","Plantae","Magnoliopsida","NLC"
"Camellia tenuifolia","Plantae","Magnoliopsida","NLC"
"Camphora kanahirae","Plantae","Magnoliopsida","NEN"
"Glycosmis citrifolia","Plantae","Magnoliopsida","NLC"
"Lasianthus appressihirtus appressihirtus","Plantae","Magnoliopsida","NLC"
"Peristylus calcaratus","Plantae","Magnoliopsida","NLC"
"Ischaemum aureum","Plantae","Magnoliopsida","DD"
"Rubus fraxinifoliolus","Plantae","Magnoliopsida","NLC"
"Rubus alnifoliolatus","Plantae","Magnoliopsida","NLC"
"Rubus lanyuensis","Plantae","Magnoliopsida","NNT"
"Acorus gramineus gramineus","Plantae","Magnoliopsida","NLC"
"Acorus gramineus macrospadiceus","Plantae","Magnoliopsida","DD"
"Adenostemma lavenia lavenia","Plantae","Magnoliopsida","NLC"
"Alpinia koshunensis","Plantae","Magnoliopsida","NLC"
"Alpinia pricei pricei","Plantae","Magnoliopsida","NLC"
"Alpinia shimadae shimadae","Plantae","Magnoliopsida","NLC"
"Alysicarpus vaginalis vaginalis","Plantae","Magnoliopsida","NLC"
"Bredia hirsuta hirsuta","Plantae","Magnoliopsida","NLC"
"Calamus siphonospathus sublaevis","Plantae","Magnoliopsida","NNT"
"Callitriche palustris palustris","Plantae","Magnoliopsida","NNT"
"Carex morrisonicola","Plantae","Magnoliopsida","NLC"
"Carex daibuensis","Plantae","Magnoliopsida","NLC"
"Carex dolichostachya","Plantae","Magnoliopsida","NLC"
"Chrysoglossum formosanum","Plantae","Magnoliopsida","NLC"
"Cuscuta japonica japonica","Plantae","Magnoliopsida","DD"
"Cymbidium lancifolium lancifolium","Plantae","Magnoliopsida","NLC"
"Cyperus malaccensis malaccensis","Plantae","Magnoliopsida","NLC"
"Cyperus tuberosus","Plantae","Magnoliopsida","NLC"
"Grona heterocarpa heterocarpa","Plantae","Magnoliopsida","NLC"
"Eleutherococcus trifoliatus trifoliatus","Plantae","Magnoliopsida","NLC"
"Agropyron mayebaranum","Plantae","Magnoliopsida","NLC"
"Eulophia segawae","Plantae","Magnoliopsida","DD"
"Flemingia macrophylla macrophylla","Plantae","Magnoliopsida","NLC"
"Hylodesmum podocarpum podocarpum","Plantae","Magnoliopsida","NVU"
"Ilex lonicerifolia lonicerifolia","Plantae","Magnoliopsida","NNT"
"Juniperus formosana concolor","Plantae","Pinopsida","DD"
"Liparis derchiensis","Plantae","Magnoliopsida","NEN"
"Litsea linii","Plantae","Magnoliopsida","NLC"
"Machilus zuihoensis zuihoensis","Plantae","Magnoliopsida","NLC"
"Murraya paniculata paniculata","Plantae","Magnoliopsida","NLC"
"Mussaenda albiflora","Plantae","Magnoliopsida","NVU"
"Nymphaea nouchali","Plantae","Magnoliopsida","DD"
"Photinia serratifolia serratifolia","Plantae","Magnoliopsida","NLC"
"Phyllanthus virgatus","Plantae","Magnoliopsida","NLC"
"Potentilla matsumurae pilosa","Plantae","Magnoliopsida","NLC"
"Quercus glauca kuyuensis","Plantae","Magnoliopsida","DD"
"Quercus stenophylloides","Plantae","Magnoliopsida","NLC"
"Rhamnus chingshuiensis chingshuiensis","Plantae","Magnoliopsida","NEN"
"Rhododendron lasiostylum","Plantae","Magnoliopsida","NLC"
"Rubus croceacanthus croceacanthus","Plantae","Magnoliopsida","NLC"
"Rubus croceacanthus glaber","Plantae","Magnoliopsida","NLC"
"Rubus yuliensis","Plantae","Magnoliopsida","DD"
"Rubus taitoensis taitoensis","Plantae","Magnoliopsida","NLC"
"Rubus taitoensis aculeatiflorus","Plantae","Magnoliopsida","NLC"
"Salix morii","Plantae","Magnoliopsida","NLC"
"Sida rhombifolia rhombifolia","Plantae","Magnoliopsida","NLC"
"Taeniophyllum crassipes","Plantae","Magnoliopsida","NLC"
"Viola formosana formosana","Plantae","Magnoliopsida","NLC"
"Zeuxine arisanensis","Plantae","Magnoliopsida","NLC"
"Lindernia mollis","Plantae","Magnoliopsida","DD"
"Hymenasplenium cataractarum","Plantae","Polypodiopsida","NLC"
"Hymenasplenium filipes","Plantae","Polypodiopsida","NLC"
"Hymenasplenium unilaterale","Plantae","Polypodiopsida","NLC"
"Cyrtomium nervosum","Plantae","Polypodiopsida","DD"
"Dryopteris hendersoni","Plantae","Polypodiopsida","NLC"
"Pleocnemia rufinervis","Plantae","Polypodiopsida","NLC"
"Polystichum anomalum","Plantae","Polypodiopsida","NLC"
"Polystichum luctuosum","Plantae","Polypodiopsida","NLC"
"Goniophlebium argutum","Plantae","Polypodiopsida","NLC"
"Leptochilus pothifolius","Plantae","Polypodiopsida","NLC"
"Pyrrosia adnascens","Plantae","Polypodiopsida","NLC"
"Pyrrosia transmorrisonensis","Plantae","Polypodiopsida","DD"
"Tricholepidium buergerianum","Plantae","Polypodiopsida","NLC"
"Cheilanthes mexicana","Plantae","Polypodiopsida","DD"
"Pteris cretica cretica","Plantae","Polypodiopsida","NLC"
"Coryphopteris japonica","Plantae","Polypodiopsida","NLC"
"Thelypteris omeiensis","Plantae","Polypodiopsida","NLC"
"Cyclosorus kotoensis","Plantae","Polypodiopsida","NLC"
"Pronephrium aspera","Plantae","Polypodiopsida","NLC"
"Stegnogramma pozoi","Plantae","Polypodiopsida","NEN"
"Peristrophe roxburghiana","Plantae","Magnoliopsida","NLC"
"Achyranthes bidentata bidentata","Plantae","Magnoliopsida","NLC"
"Ecdysanthera utilis","Plantae","Magnoliopsida","NLC"
"Tylophora lanyuensis","Plantae","Magnoliopsida","NLC"
"Ilex taiwanensis","Plantae","Magnoliopsida","DD"
"Farfugium japonicum japonicum","Plantae","Magnoliopsida","NNT"
"Parasenecio hwangshanica","Plantae","Magnoliopsida","NVU"
"Cardamine scutata rotundiloba","Plantae","Magnoliopsida","NLC"
"Cerastium holosteoides hallaisanense","Plantae","Magnoliopsida","NLC"
"Stellaria alsine undulata","Plantae","Magnoliopsida","NLC"
"Stellaria saxatilis","Plantae","Magnoliopsida","NLC"
"Eleocharis congesta thermalis","Plantae","Magnoliopsida","NVU"
"Daphniphyllum glaucescens oldhamii kengii","Plantae","Magnoliopsida","DD"
"Elaeocarpus sylvestris lanyuensis","Plantae","Magnoliopsida","NVU"
"Dolichos trilobus kosyunensis","Plantae","Magnoliopsida","NVU"
"Vigna minima minima","Plantae","Magnoliopsida","NLC"
"Lithocarpus taitoensis","Plantae","Magnoliopsida","NLC"
"Prunella vulgaris asiatica nanhutashanensis","Plantae","Magnoliopsida","NVU"
"Lindera thunbergii","Plantae","Magnoliopsida","NLC"
"Abutilon indicum indicum","Plantae","Magnoliopsida","NLC"
"Paris polyphylla polyphylla","Plantae","Magnoliopsida","NLC"
"Bredia hirsuta scandens","Plantae","Magnoliopsida","NLC"
"Eulophia bicallosa","Plantae","Magnoliopsida","DD"
"Gastrodia confusoides confusoides","Plantae","Magnoliopsida","NLC"
"Odontochilus drymoglossifolius","Plantae","Magnoliopsida","NLC"
"Taeniophyllum aphyllum","Plantae","Magnoliopsida","NLC"
"Zeuxine strateumatica rupicola","Plantae","Magnoliopsida","DD"
"Poa sphondylodes kelungensis","Plantae","Magnoliopsida","NNT"
"Maesa perlaria perlaria","Plantae","Magnoliopsida","DD"
"Cimicifuga simplex","Plantae","Magnoliopsida","NNT"
"Rosa luciae luciae","Plantae","Magnoliopsida","DD"
"Rubus pungens pungens","Plantae","Magnoliopsida","NLC"
"Scleromitrion koanum","Plantae","Magnoliopsida","DD"
"Hedyotis tenelliflora","Plantae","Magnoliopsida","NLC"
"Skimmia reevesiana","Plantae","Magnoliopsida","NLC"
"Elatostema multicanaliculatum","Plantae","Magnoliopsida","NCR"
"Viola nagasawai pricei","Plantae","Magnoliopsida","NLC"
"Tetrastigma dentatum","Plantae","Magnoliopsida","NLC"
"Vernonia cinerea","Plantae","Magnoliopsida","NLC"
"Lindsaea orbiculata orbiculata","Plantae","Polypodiopsida","NLC"
"Tapeinidium pinnatum pinnatum","Plantae","Polypodiopsida","NLC"
"Dryopteris enneaphylla enneaphylla","Plantae","Polypodiopsida","NLC"
"Pronephrium triphyllum triphyllum","Plantae","Polypodiopsida","NLC"
"Aspidistra mushaensis","Plantae","Magnoliopsida","NVU"
"Entada phaseoloides phaseoloides","Plantae","Magnoliopsida","NLC"
"Lindsaea orbiculata commixta","Plantae","Polypodiopsida","NLC"
"Diplazium agyokuense","Plantae","Polypodiopsida","DD"
"Oreogrammitis nuda","Plantae","Polypodiopsida","NEN"
"Wisteriopsis reticulata","Plantae","Magnoliopsida","NLC"
"Calanthe sieboldii","Plantae","Magnoliopsida","NNT"
"Elaeocarpus sylvestris","Plantae","Magnoliopsida","NVU"
"Elatine ambigua","Plantae","Magnoliopsida","DD"
"Elatostema platyphyllum","Plantae","Magnoliopsida","NLC"
"Enteropogon unispiceus","Plantae","Magnoliopsida","NLC"
"Eria gagnepainii","Plantae","Magnoliopsida","NCR"
"Liparis nakaharae","Plantae","Magnoliopsida","NLC"
"Nuphar pumila","Plantae","Magnoliopsida","NCR"
"Platanthera sachalinensis","Plantae","Magnoliopsida","NLC"
"Wolffia globosa","Plantae","Magnoliopsida","NLC"
"Asplenium boreale","Plantae","Polypodiopsida","NVU"
"Crepidomanes humile","Plantae","Polypodiopsida","NLC"
"Daphniphyllum pentandrum","Plantae","Magnoliopsida","NLC"
"Diospyros philippensis","Plantae","Magnoliopsida","NNT"
"Hylodesmum leptopus","Plantae","Magnoliopsida","NLC"
"Lecanorchis nigricans","Plantae","Magnoliopsida","NNT"
"Machilus japonica","Plantae","Magnoliopsida","NLC"
"Phyllanthus reticulatus","Plantae","Magnoliopsida","NLC"
"Pseudosasa usawae","Plantae","Magnoliopsida","NLC"
"Rohdea fargesii","Plantae","Magnoliopsida","NVU"
"Rubus inopertus","Plantae","Magnoliopsida","NLC"
"Syneilesis hayatae","Plantae","Magnoliopsida","NCR"
"Appendicula reflexa kotoensis","Plantae","Magnoliopsida","NVU"
"Rubus tephrodes setosissimus","Plantae","Magnoliopsida","NLC"
"Polystichum subapiciflorum","Plantae","Polypodiopsida","NLC"
"Polystichum subobliquum","Plantae","Polypodiopsida","NVU"
"Sedum arisanense","Plantae","Magnoliopsida","NLC"
"Dennstaedtia zeylanica","Plantae","Polypodiopsida","NLC"
"Equisetum ramosissimum debile","Plantae","Polypodiopsida","NLC"
"Lindsaea orbiculata recedens","Plantae","Polypodiopsida","NLC"
"Lindsaea orbiculata deltoidea","Plantae","Polypodiopsida","NLC"
