"new_simple_name","kingdom","class","new_redlistTW"
"Trapa pseudoincisa","Plantae","Magnoliopsida","DD"
"Trema orientalis","Plantae","Magnoliopsida","NLC"
"Tripterospermum alutaceifolium","Plantae","Magnoliopsida","NLC"
"Tripterospermum lilungshanensis","Plantae","Magnoliopsida","NCR"
"Trisetum spicatum","Plantae","Magnoliopsida","NLC"
"Tropidia sui","Plantae","Magnoliopsida","NLC"
"Uncaria lanosa","Plantae","Magnoliopsida","NNT"
"Vaccinium dunalianum","Plantae","Magnoliopsida","NLC"
"Vaccinium japonicum","Plantae","Magnoliopsida","NLC"
"Vaccinium kengii","Plantae","Magnoliopsida","NNT"
"Vaccinium wrightii","Plantae","Magnoliopsida","DD"
"Veronicastrum axillare","Plantae","Magnoliopsida","NVU"
"Veronicastrum kitamurae","Plantae","Magnoliopsida","NEN"
"Viburnum foetidum","Plantae","Magnoliopsida","NLC"
"Viburnum integrifolium","Plantae","Magnoliopsida","NLC"
"Viburnum japonicum","Plantae","Magnoliopsida","DD"
"Vigna minima","Plantae","Magnoliopsida","NLC"
"Vigna vexillata","Plantae","Magnoliopsida","NLC"
"Viola inconspicua","Plantae","Magnoliopsida","NLC"
"Viscum alniformosanae","Plantae","Magnoliopsida","NLC"
"Wollastonia biflora","Plantae","Magnoliopsida","NLC"
"Yoania amagiensis","Plantae","Magnoliopsida","NCR"
"Youngia japonica","Plantae","Magnoliopsida","NLC"
"Youngia japonica longiflora","Plantae","Magnoliopsida","NLC"
"Zehneria japonica","Plantae","Magnoliopsida","NLC"
"Zeuxine pingtungensis","Plantae","Magnoliopsida","DD"
"Zeuxine yehii","Plantae","Magnoliopsida","NVU"
"Zingiber shuanglongensis","Plantae","Magnoliopsida","NLC"
"Berchemia floribunda","Plantae","Magnoliopsida","NLC"
"Bidens pilosa","Plantae","Magnoliopsida","NLC"
"Blumea hieracifolia","Plantae","Magnoliopsida","NLC"
"Boerhavia hualienensis","Plantae","Magnoliopsida","NLC"
"Breynia officinalis","Plantae","Magnoliopsida","NLC"
"Bruguiera gymnorhiza","Plantae","Magnoliopsida","RE"
"Bulbophyllum flaviflorum","Plantae","Magnoliopsida","NLC"
"Buxus liukiuensis","Plantae","Magnoliopsida","NNT"
"Buxus microphylla","Plantae","Magnoliopsida","NLC"
"Calanthe brevicolumna","Plantae","Magnoliopsida","DD"
"Calanthe davidii","Plantae","Magnoliopsida","NLC"
"Callicarpa formosana","Plantae","Magnoliopsida","NLC"
"Camellia hengchunensis","Plantae","Magnoliopsida","NVU"
"Capparis micracantha","Plantae","Magnoliopsida","NLC"
"Capparis sikkimensis","Plantae","Magnoliopsida","NNT"
"Carex cruciata","Plantae","Magnoliopsida","NLC"
"Carex taiwanensis","Plantae","Magnoliopsida","NLC"
"Carex tsushimensis","Plantae","Magnoliopsida","NNT"
"Castanopsis cuspidata","Plantae","Magnoliopsida","NLC"
"Castanopsis fabri","Plantae","Magnoliopsida","NLC"
"Centaurium pulchellum","Plantae","Magnoliopsida","NVU"
"Cerastium fontanum","Plantae","Magnoliopsida","NLC"
"Cerastium formosanum","Plantae","Magnoliopsida","DD"
"Chaerophyllum taiwanianum","Plantae","Magnoliopsida","NVU"
"Chenopodium acuminatum","Plantae","Magnoliopsida","NLC"
"Chionanthus coriaceus","Plantae","Magnoliopsida","NCR"
"Chrysosplenium lanuginosum","Plantae","Magnoliopsida","NLC"
"Cinnamomum brevipedunculatum","Plantae","Magnoliopsida","NVU"
"Cinnamomum tenuifolium","Plantae","Magnoliopsida","NNT"
"Circaea alpina","Plantae","Magnoliopsida","NLC"
"Cissampelos pareira","Plantae","Magnoliopsida","NCR"
"Citrus × limonia","Plantae","Magnoliopsida","DD"
"Citrus tachibana","Plantae","Magnoliopsida","DD"
"Clematis parviloba","Plantae","Magnoliopsida","NNT"
"Clematis terniflora","Plantae","Magnoliopsida","NVU"
"Clerodendrum kaempferi","Plantae","Magnoliopsida","NNT"
"Cnidium monnieri","Plantae","Magnoliopsida","NLC"
"Cocculus orbiculatus","Plantae","Magnoliopsida","NLC"
"Campanumoea javanica","Plantae","Magnoliopsida","NLC"
"Cordia aspera","Plantae","Magnoliopsida","NEN"
"Coriaria japonica","Plantae","Magnoliopsida","NLC"
"Corylopsis stenopetala","Plantae","Magnoliopsida","NEN"
"Cotoneaster chingshuiensis","Plantae","Magnoliopsida","NCR"
"Cotoneaster konishii","Plantae","Magnoliopsida","NLC"
"Crepidium roohutuensis","Plantae","Magnoliopsida","NLC"
"Crepidomanes schmidtianum","Plantae","Polypodiopsida","NLC"
"Cyclea ochiaiana","Plantae","Magnoliopsida","NLC"
"Cyperus imbricatus","Plantae","Magnoliopsida","NLC"
"Cyperus michelianus","Plantae","Magnoliopsida","NLC"
"Daphne kiusiana","Plantae","Magnoliopsida","NLC"
"Daphniphyllum glaucescens","Plantae","Magnoliopsida","NLC"
"Deinostema adenocaulon","Plantae","Magnoliopsida","NVU"
"Deinostema violaceum","Plantae","Magnoliopsida","DD"
"Dendranthema horaimontana","Plantae","Magnoliopsida","NCR"
"Dendranthema lavandulifolium","Plantae","Magnoliopsida","NEN"
"Dendrobium nobile","Plantae","Magnoliopsida","DD"
"Dianthus superbus","Plantae","Magnoliopsida","NLC"
"Dichocarpum adiantifolium","Plantae","Magnoliopsida","NNT"
"Didymoplexis pallens","Plantae","Magnoliopsida","NLC"
"Digitaria magna","Plantae","Magnoliopsida","DD"
"Digitaria radicosa","Plantae","Magnoliopsida","NLC"
"Digitaria sericea","Plantae","Magnoliopsida","NLC"
"Dioscorea japonica","Plantae","Magnoliopsida","NLC"
"Diplazium kawakamii","Plantae","Polypodiopsida","NLC"
"Disporopsis fuscopicta","Plantae","Magnoliopsida","NLC"
"Dregea volubilis","Plantae","Magnoliopsida","NLC"
"Dryopteris decipiens","Plantae","Polypodiopsida","NVU"
"Dryopteris huangshanensis","Plantae","Polypodiopsida","DD"
"Dryopteris nidus","Plantae","Polypodiopsida","NLC"
"Dumasia villosa","Plantae","Magnoliopsida","NLC"
"Elaeagnus ohashii","Plantae","Magnoliopsida","NCR"
"Elaeocarpus sphaericus","Plantae","Magnoliopsida","NNT"
"Elatostema hirtellipedunculatum","Plantae","Magnoliopsida","NLC"
"Eleocharis congesta","Plantae","Magnoliopsida","NVU"
"Eleocharis dulcis","Plantae","Magnoliopsida","NLC"
"Elymus formosanus","Plantae","Magnoliopsida","NLC"
"Enkianthus perulatus","Plantae","Magnoliopsida","NVU"
"Epipactis helleborine","Plantae","Magnoliopsida","NNT"
"Epipogium kentingensis","Plantae","Magnoliopsida","DD"
"Epipogium taiwanense","Plantae","Magnoliopsida","NNT"
"Erigeron morrisonensis","Plantae","Magnoliopsida","NLC"
"Eucosia cordata","Plantae","Magnoliopsida","NLC"
"Goodyera viridiflora hengchunensis","Plantae","Magnoliopsida","NVU"
"Eupatorium chinense","Plantae","Magnoliopsida","NLC"
"Eupatorium clematideum","Plantae","Magnoliopsida","NLC"
"Eupatorium kiirunense","Plantae","Magnoliopsida","NLC"
"Euphorbia jolkini","Plantae","Magnoliopsida","NVU"
"Euphorbia sparrmannii","Plantae","Magnoliopsida","NVU"
"Euphrasia transmorrisonensis","Plantae","Magnoliopsida","NNT"
"Eurya taitungensis","Plantae","Magnoliopsida","DD"
"Fallopia multiflora","Plantae","Magnoliopsida","NLC"
"Ficus cumingii","Plantae","Magnoliopsida","NLC"
"Ficus ruficaulis","Plantae","Magnoliopsida","NNT"
"Fimbristylis aestivalis","Plantae","Magnoliopsida","NLC"
"Fimbristylis tristachya","Plantae","Magnoliopsida","NLC"
"Firmiana simplex","Plantae","Magnoliopsida","NLC"
"Galactia tenuiflora","Plantae","Magnoliopsida","NLC"
"Gastrodia fontinalis","Plantae","Magnoliopsida","NCR"
"Gastrodia leoui","Plantae","Magnoliopsida","NLC"
"Gastrodia leucochila","Plantae","Magnoliopsida","DD"
"Gentiana davidii","Plantae","Magnoliopsida","NLC"
"Gentiana flavomaculata","Plantae","Magnoliopsida","NLC"
"Geranium nepalense","Plantae","Magnoliopsida","NLC"
"Glechoma hederacea","Plantae","Magnoliopsida","NLC"
"Glochidion kusukusense","Plantae","Magnoliopsida","NLC"
"Glochidion ovalifolium","Plantae","Magnoliopsida","NNT"
"Gnaphalium hypoleucum","Plantae","Magnoliopsida","NLC"
"Gnaphalium involucratum","Plantae","Magnoliopsida","NLC"
"Gnaphalium luteoalbum","Plantae","Magnoliopsida","NLC"
"Gonostegia matsudae","Plantae","Magnoliopsida","NLC"
"Goodyera maculata","Plantae","Magnoliopsida","NLC"
"Gymnema sylvestre","Plantae","Magnoliopsida","NLC"
"Gynura divaricata","Plantae","Magnoliopsida","NLC"
"Habenaria alishanensis","Plantae","Magnoliopsida","DD"
"Haloragis micrantha","Plantae","Magnoliopsida","NLC"
"Hedera rhombea","Plantae","Magnoliopsida","NLC"
"Hemigraphis primulifolia","Plantae","Magnoliopsida","NVU"
"Hoya carnosa","Plantae","Magnoliopsida","NLC"
"Hygrophila salicifolia","Plantae","Magnoliopsida","NNT"
"Hylodesmum densum","Plantae","Magnoliopsida","NCR"
"Ilex sugerokii","Plantae","Magnoliopsida","NLC"
"Ilex yunnanensis","Plantae","Magnoliopsida","NLC"
"Ischaemum aristatum","Plantae","Magnoliopsida","NLC"
"Ischaemum ciliare","Plantae","Magnoliopsida","NLC"
"Isoetes taiwanensis","Plantae","Lycopodiopsida","NCR"
"Juniperus chinensis","Plantae","Pinopsida","NVU"
"Juniperus formosana","Plantae","Pinopsida","NLC"
"Koenigia delicatula","Plantae","Magnoliopsida","NNT"
"Lamium tuberiferum","Plantae","Magnoliopsida","NLC"
"Lasianthus japonicus","Plantae","Magnoliopsida","NLC"
"Lasianthus obliquinervis","Plantae","Magnoliopsida","NLC"
"Lecanorchis multiflora","Plantae","Magnoliopsida","NEN"
"Lecanorchis suginoana","Plantae","Magnoliopsida","NNT"
"Lepistemon binectariferum","Plantae","Magnoliopsida","NNT"
"Lespedeza thunbergii","Plantae","Magnoliopsida","NLC"
"Lilium longiflorum","Plantae","Magnoliopsida","DD"
"Lindernia hyssopioides","Plantae","Magnoliopsida","DD"
"Craterostigma sessiliflorum","Plantae","Magnoliopsida","RE"
"Lithocarpus kawakamii","Plantae","Magnoliopsida","NLC"
"Litsea acuminata","Plantae","Magnoliopsida","NLC"
"Litsea cubeba","Plantae","Magnoliopsida","NLC"
"Litsea elongata","Plantae","Magnoliopsida","NLC"
"Litsea rotundifolia","Plantae","Magnoliopsida","NLC"
"Livistona chinensis","Plantae","Magnoliopsida","NVU"
"Loranthus kaoi","Plantae","Magnoliopsida","NNT"
"Lyonia ovalifolia","Plantae","Magnoliopsida","DD"
"Lysionotus pauciflorus","Plantae","Magnoliopsida","NEN"
"Machilus obovatifolia","Plantae","Magnoliopsida","NLC"
"Maesa perlaria","Plantae","Magnoliopsida","DD"
"Mazus pumilus","Plantae","Magnoliopsida","NLC"
"Merremia hederacea","Plantae","Magnoliopsida","NLC"
"Millettia pulchra","Plantae","Magnoliopsida","NCR"
"Erythranthe tenella","Plantae","Magnoliopsida","NLC"
"Mitrastemon yamamotoi","Plantae","Magnoliopsida","NEN"
"Mucuna gigantea","Plantae","Magnoliopsida","NCR"
"Mussaenda taiwanensis","Plantae","Magnoliopsida","NVU"
"Myristica ceylanica","Plantae","Magnoliopsida","NVU"
"Myristica elliptica","Plantae","Magnoliopsida","NEN"
"Neoalsomitra integrifolia","Plantae","Magnoliopsida","NLC"
"Neottia atayalica","Plantae","Magnoliopsida","NLC"
"Neottia breviscapa","Plantae","Magnoliopsida","NVU"
"Neottia microauriculata","Plantae","Magnoliopsida","NVU"
"Neottia shenlengiana","Plantae","Magnoliopsida","NNT"
"Neottia tatakaensis","Plantae","Magnoliopsida","NVU"
"Nervilia cumberlegei","Plantae","Magnoliopsida","NCR"
"Nervilia hungii","Plantae","Magnoliopsida","NCR"
"Nervilia purpureotincta","Plantae","Magnoliopsida","NNT"
"Odontochilus yakushimensis","Plantae","Magnoliopsida","NLC"
"Osmanthus kaoi","Plantae","Magnoliopsida","NLC"
"Papilionanthe pseudotaiwaniana","Plantae","Magnoliopsida","DD"
"Paraboea swinhoii","Plantae","Magnoliopsida","NLC"
"Parasenecio sylviaensis","Plantae","Magnoliopsida","NVU"
"Patrinia formosana","Plantae","Magnoliopsida","NLC"
"Patrinia glabrifolia","Plantae","Magnoliopsida","NLC"
"Polygonum barbatum","Plantae","Magnoliopsida","NLC"
"Persicaria conspicua","Plantae","Magnoliopsida","NVU"
"Persicaria filiformis","Plantae","Magnoliopsida","NNT"
"Persicaria longiseta","Plantae","Magnoliopsida","NLC"
"Phellodendron amurense","Plantae","Magnoliopsida","NCR"
"Picrasma quassioides","Plantae","Magnoliopsida","NVU"
"Picris hieracioides","Plantae","Magnoliopsida","NLC"
"Pieris taiwanensis","Plantae","Magnoliopsida","NLC"
"Pilea aquarum","Plantae","Magnoliopsida","NLC"
"Pilea elliptifolia","Plantae","Magnoliopsida","NVU"
"Pilea funkikensis","Plantae","Magnoliopsida","NLC"
"Pilea peploides","Plantae","Magnoliopsida","NLC"
"Pimpinella niitakayamensis","Plantae","Magnoliopsida","NLC"
"Pinus armandii","Plantae","Pinopsida","NLC"
"Pinus massoniana","Plantae","Pinopsida","NLC"
"Piper interruptum","Plantae","Magnoliopsida","DD"
"Pisonia umbellifera","Plantae","Magnoliopsida","NLC"
"Pittosporum daphniphylloides","Plantae","Magnoliopsida","NLC"
"Pittosporum tobira","Plantae","Magnoliopsida","NLC"
"Plantago macronipponica","Plantae","Magnoliopsida","NLC"
"Platostoma hispidum","Plantae","Magnoliopsida","NCR"
"Pogostemon stellatus","Plantae","Magnoliopsida","NEN"
"Poikilospermum acuminata","Plantae","Magnoliopsida","NEN"
"Polygonatum odoratum","Plantae","Magnoliopsida","NLC"
"Potentilla nipponica","Plantae","Magnoliopsida","NEN"
"Premna hengchunensis","Plantae","Magnoliopsida","NNT"
"Prunella vulgaris","Plantae","Magnoliopsida","NLC"
"Prunus taiwaniana","Plantae","Magnoliopsida","NLC"
"Prunus transarisanensis","Plantae","Magnoliopsida","NNT"
"Pteris dimorpha","Plantae","Polypodiopsida","NLC"
"Pteris grevilleana","Plantae","Polypodiopsida","NVU"
"Pyrenaria shinkoensis","Plantae","Magnoliopsida","NLC"
"Pyrus taiwanensis","Plantae","Magnoliopsida","NCR"
"Quercus glandulifera","Plantae","Magnoliopsida","NEN"
"Rhamnus nakaharae","Plantae","Magnoliopsida","NLC"
"Rhaphiolepis indica","Plantae","Magnoliopsida","NLC"
"Rhododendron ovatum","Plantae","Magnoliopsida","NNT"
"Rhododendron rubropilosum","Plantae","Magnoliopsida","NLC"
"Rhus ambigua","Plantae","Magnoliopsida","NLC"
"Rhynchoglossum obliquum","Plantae","Magnoliopsida","NLC"
"Rosa bracteata","Plantae","Magnoliopsida","NVU"
"Rosa sericea","Plantae","Magnoliopsida","NLC"
"Rotala indica","Plantae","Magnoliopsida","NLC"
"Rubia akane","Plantae","Magnoliopsida","NLC"
"Rubus pseudoacer","Plantae","Magnoliopsida","DD"
"Ryssopterys timoriensis","Plantae","Magnoliopsida","DD"
"Saccolabiopsis viridiflora taiwaniana","Plantae","Magnoliopsida","NEN"
"Sageretia thea","Plantae","Magnoliopsida","NLC"
"Salix okamotoana","Plantae","Magnoliopsida","NEN"
"Salvia nipponica","Plantae","Magnoliopsida","NLC"
"Sanguisorba officinalis","Plantae","Magnoliopsida","NCR"
"Sarcandra glabra","Plantae","Magnoliopsida","NLC"
"Sarcopyramis napalensis","Plantae","Magnoliopsida","NLC"
"Schoenoplectiella mucronata","Plantae","Magnoliopsida","NLC"
"Schoenoplectiella supina","Plantae","Magnoliopsida","NNT"
"Schoenus nitens","Plantae","Magnoliopsida","DD"
"Taxillus liquidambaricolus","Plantae","Magnoliopsida","NLC"
"Scutellaria austrotaiwanensis","Plantae","Magnoliopsida","NVU"
"Sedum triangulisepalum","Plantae","Magnoliopsida","NVU"
"Sedum truncatistigmum","Plantae","Magnoliopsida","NVU"
"Selaginella doederleinii","Plantae","Lycopodiopsida","DD"
"Selaginella helvetica","Plantae","Lycopodiopsida","NNT"
"Senecio nemorensis","Plantae","Magnoliopsida","NLC"
"Senecio scandens","Plantae","Magnoliopsida","NLC"
"Severinia buxifolia","Plantae","Magnoliopsida","NLC"
"Shortia rotundifolia","Plantae","Magnoliopsida","DD"
"Skimmia japonica","Plantae","Magnoliopsida","DD"
"Smilax bracteata","Plantae","Magnoliopsida","NLC"
"Smilax insularis","Plantae","Magnoliopsida","NLC"
"Smilax koyamae","Plantae","Magnoliopsida","NLC"
"Smilax taipeiensis","Plantae","Magnoliopsida","NLC"
"Spiraea prunifolia","Plantae","Magnoliopsida","NLC"
"Spiraea tatakaensis","Plantae","Magnoliopsida","NVU"
"Stachys arvensis","Plantae","Magnoliopsida","NLC"
"Stauntonia hexaphylla","Plantae","Magnoliopsida","NLC"
"Stellaria reticulivena","Plantae","Magnoliopsida","NLC"
"Stephanandra incisa","Plantae","Magnoliopsida","NVU"
"Stephania japonica","Plantae","Magnoliopsida","NLC"
"Strobilanthes penstemonoides","Plantae","Magnoliopsida","NLC"
"Adenophora morrisonensis morrisonensis","Plantae","Magnoliopsida","NLC"
"Ardisia cornudentata cornudentata","Plantae","Magnoliopsida","NLC"
"Ardisia cornudentata morrisonensis","Plantae","Magnoliopsida","NLC"
"Buxus microphylla sinica","Plantae","Magnoliopsida","NLC"
"Capparis sikkimensis formosana","Plantae","Magnoliopsida","NNT"
"Chenopodium acuminatum virgatum","Plantae","Magnoliopsida","NLC"
"Circaea alpina imaicola","Plantae","Magnoliopsida","NLC"
"Cordia aspera kanehirai","Plantae","Magnoliopsida","NEN"
"Cyperus imbricatus imbricatus","Plantae","Magnoliopsida","NLC"
"Cyrtomium falcatum falcatum","Plantae","Polypodiopsida","NLC"
"Daphniphyllum glaucescens oldhamii","Plantae","Magnoliopsida","NLC"
"Daphniphyllum macropodum","Plantae","Magnoliopsida","NLC"
"Glycine max formosana","Plantae","Magnoliopsida","NVU"
"Gnaphalium luteoalbum luteoalbum","Plantae","Magnoliopsida","NLC"
"Gynura divaricata formosana","Plantae","Magnoliopsida","NLC"
"Mucuna gigantea tashiroi","Plantae","Magnoliopsida","NCR"
"Picris hieracioides morrisonensis","Plantae","Magnoliopsida","NLC"
"Picris hieracioides ohwiana","Plantae","Magnoliopsida","NLC"
"Prunella vulgaris asiatica","Plantae","Magnoliopsida","NLC"
"Rubus pseudoacer flexuosus","Plantae","Magnoliopsida","DD"
"Schoenus nitens nitens","Plantae","Magnoliopsida","DD"
"Selaginella doederleinii doederleinii","Plantae","Lycopodiopsida","NLC"
"Selaginella doederleinii trachyphylla","Plantae","Lycopodiopsida","DD"
"Sida rhombifolia insularis","Plantae","Magnoliopsida","NLC"
"Skimmia japonica distincte-venulosa","Plantae","Magnoliopsida","DD"
"Youngia japonica formosana","Plantae","Magnoliopsida","NLC"
"Youngia japonica japonica","Plantae","Magnoliopsida","NLC"
"Arabidopsis lyrata kamchatica","Plantae","Magnoliopsida","NLC"
"Arisaema thunbergii autumnale","Plantae","Magnoliopsida","NNT"
"Bolboschoenus maritimus affinis","Plantae","Magnoliopsida","NLC"
"Clematis gouriana lishanensis","Plantae","Magnoliopsida","NLC"
"Cornus kousa chinensis","Plantae","Magnoliopsida","DD"
"Cyperus nutans subprolixus","Plantae","Magnoliopsida","NLC"
"Cyrtomium falcatum australe","Plantae","Polypodiopsida","NLC"
"Lotus corniculatus japonicus","Plantae","Magnoliopsida","NLC"
"Phalaenopsis formosana","Plantae","Magnoliopsida","NCR"
"Phyllanthus urinaria nudicarpus","Plantae","Magnoliopsida","NLC"
"Platanthera formosana","Plantae","Magnoliopsida","NNT"
"Maesa perlaria formosana","Plantae","Magnoliopsida","NLC"
"Magnolia compressa formosana","Plantae","Magnoliopsida","NLC"
"Oplismenus compositus intermedius","Plantae","Magnoliopsida","NLC"
"Digitaria leptalea reticulmis","Plantae","Magnoliopsida","NLC"
"Eleutherococcus trifoliatus setosus","Plantae","Magnoliopsida","NLC"
"Ficus microcarpa crassifolia","Plantae","Magnoliopsida","DD"
"Pteris terminalis fauriei","Plantae","Polypodiopsida","NLC"
"Rubus parvifolius toapiensis","Plantae","Magnoliopsida","DD"
"Glochidion zeylanicum zeylanicum","Plantae","Magnoliopsida","NLC"
"Juniperus formosana formosana","Plantae","Pinopsida","NLC"
"Justicia procumbens hirsuta","Plantae","Magnoliopsida","NVU"
"Lasianthus appressihirtus maximus","Plantae","Magnoliopsida","NLC"
"Lecanorchis multiflora multiflora","Plantae","Magnoliopsida","NEN"
"Lecanorchis nigricans yakushimensis","Plantae","Magnoliopsida","NNT"
"Lilium longiflorum scabrum","Plantae","Magnoliopsida","DD"
"Styrax formosanus formosanus","Plantae","Magnoliopsida","NLC"
"Styrax japonicus kotoensis","Plantae","Magnoliopsida","NVU"
"Thalictrum urbaini majus","Plantae","Magnoliopsida","NVU"
"Themeda caudata matsudai","Plantae","Magnoliopsida","NCR"
"Viola nagasawai nagasawai","Plantae","Magnoliopsida","NLC"
"Wollastonia biflora ryukyuensis","Plantae","Magnoliopsida","NLC"
"Clinopodium laxiflorum taiwanianum","Plantae","Magnoliopsida","NNT"
"Grona heterocarpa heterocarpa strigosa","Plantae","Magnoliopsida","NLC"
"Isoetes taiwanensis taiwanensis","Plantae","Lycopodiopsida","NCR"
"Crepidomanes schmidtianum latifrons","Plantae","Polypodiopsida","NLC"
"Ceratopteris gaudichaudii vulgaris","Plantae","Polypodiopsida","NLC"
"Pteris dimorpha dimorpha","Plantae","Polypodiopsida","NLC"
"Pteris dimorpha metagrevilleana","Plantae","Polypodiopsida","NCR"
"Pteris dimorpha prolongata","Plantae","Polypodiopsida","NLC"
"Oreogrammitis congener polytricha","Plantae","Polypodiopsida","NEN"
"Athyrium decurrentialatum pilosellum","Plantae","Polypodiopsida","NLC"
"Athyrium iseanum angustisectum","Plantae","Polypodiopsida","NLC"
"Diplazium donianum lobatum","Plantae","Polypodiopsida","NNT"
"Abutilon indicum guineense","Plantae","Magnoliopsida","NLC"
"Acer buergerianum formosanum","Plantae","Magnoliopsida","NCR"
"Acer palmatum pubescens","Plantae","Magnoliopsida","NLC"
"Aconitum fukutomei formosanum","Plantae","Magnoliopsida","NVU"
"Aconitum fukutomei fukutomei","Plantae","Magnoliopsida","NNT"
"Adenostemma lavenia parviflorum","Plantae","Magnoliopsida","NLC"
"Adinandra formosana obtusissima","Plantae","Magnoliopsida","DD"
"Ailanthus altissima tanakai","Plantae","Magnoliopsida","NLC"
"Allium bakeri morrisonense","Plantae","Magnoliopsida","DD"
"Alopecurus aequalis amurensis","Plantae","Magnoliopsida","NLC"
"Alysicarpus vaginalis taiwanensis","Plantae","Magnoliopsida","DD"
"Ampelopsis glandulosa glandulosa","Plantae","Magnoliopsida","NLC"
"Ampelopsis brevipedunculata hancei","Plantae","Magnoliopsida","NLC"
"Ampelopsis cantoniensis cantoniensis","Plantae","Magnoliopsida","NLC"
"Ampelopsis cantoniensis leecoides","Plantae","Magnoliopsida","NLC"
"Amphicarpaea bracteata edgeworthii japonica","Plantae","Magnoliopsida","NLC"
"Angelica morrisonicola morrisonicola","Plantae","Magnoliopsida","NLC"
"Angelica morrisonicola nanhutashanensis","Plantae","Magnoliopsida","DD"
"Antidesma japonicum densiflorum","Plantae","Magnoliopsida","NLC"
"Aphyllorchis montana membranacea","Plantae","Magnoliopsida","DD"
"Arisaema taiwanense taiwanense","Plantae","Magnoliopsida","NLC"
"Artemisia somai batakensis","Plantae","Magnoliopsida","NNT"
"Boehmeria nivea tenacissima","Plantae","Magnoliopsida","NLC"
"Breynia officinalis officinalis","Plantae","Magnoliopsida","NLC"
"Bulbophyllum kuanwuense peitawuense","Plantae","Magnoliopsida","NNT"
"Bulbophyllum setaceum pilusiense","Plantae","Magnoliopsida","NNT"
"Calanthe davidii matsudae","Plantae","Magnoliopsida","NLC"
"Callicarpa formosana formosana","Plantae","Magnoliopsida","NLC"
"Callicarpa formosana longifolia","Plantae","Magnoliopsida","NVU"
"Callitriche palustris oryzetorum","Plantae","Magnoliopsida","DD"
"Capillipedium parviflorum spicigerum","Plantae","Magnoliopsida","NLC"
"Cassia sophera penghuana","Plantae","Magnoliopsida","NVU"
"Centaurium pulchellum altaicum","Plantae","Magnoliopsida","NVU"
"Cephalantheropsis obcordata alboflavescens","Plantae","Magnoliopsida","NNT"
"Camphora officinarum nominale","Plantae","Magnoliopsida","NLC"
"Cissampelos pareira hirsuta","Plantae","Magnoliopsida","NCR"
"Clematis henryi henryi","Plantae","Magnoliopsida","NLC"
"Clematis henryi morii","Plantae","Magnoliopsida","NNT"
"Clematis terniflora garanbiensis","Plantae","Magnoliopsida","NVU"
"Clerodendrum japonicum album","Plantae","Magnoliopsida","NNT"
"Cleyera japonica japonica","Plantae","Magnoliopsida","NLC"
"Cleyera japonica longicarpa","Plantae","Magnoliopsida","NLC"
"Cleyera japonica morii","Plantae","Magnoliopsida","NLC"
"Cleyera japonica taipinensis","Plantae","Magnoliopsida","NLC"
"Cnidium monnieri formosanum","Plantae","Magnoliopsida","NLC"
"Corchorus aestuans aestuans","Plantae","Magnoliopsida","NLC"
"Corchorus aestuans brevicaulis","Plantae","Magnoliopsida","NLC"
"Daphne kiusiana atrocaulis","Plantae","Magnoliopsida","NLC"
"Dendranthema lavandulifolium tomentellum","Plantae","Magnoliopsida","NEN"
"Dianthus superbus taiwanensis","Plantae","Magnoliopsida","NLC"
"Didymoplexis pallens nantouensis","Plantae","Magnoliopsida","DD"
"Digitaria radicosa hirsuta","Plantae","Magnoliopsida","NLC"
"Digitaria radicosa radicosa","Plantae","Magnoliopsida","NLC"
"Dioscorea japonica pseudojaponica","Plantae","Magnoliopsida","NLC"
"Elaeocarpus sphaericus hayatae","Plantae","Magnoliopsida","NNT"
"Eleocharis congesta subvivipara","Plantae","Magnoliopsida","DD"
"Eleocharis dulcis dulcis","Plantae","Magnoliopsida","NLC"
"Emilia sonchifolia javanica","Plantae","Magnoliopsida","NLC"
"Erigeron morrisonensis fukuyamae","Plantae","Magnoliopsida","NLC"
"Erigeron morrisonensis morrisonensis","Plantae","Magnoliopsida","NLC"
"Eupatorium chinense tozanense","Plantae","Magnoliopsida","NLC"
"Eupatorium clematideum gracillimum","Plantae","Magnoliopsida","NVU"
"Euphrasia transmorrisonensis durietziana","Plantae","Magnoliopsida","NNT"
"Euphrasia transmorrisonensis transmorrisonensis","Plantae","Magnoliopsida","NLC"
"Eurya nitida nitida","Plantae","Magnoliopsida","NNT"
"Farfugium japonicum formosanum","Plantae","Magnoliopsida","NLC"
"Ficus pumila pumila","Plantae","Magnoliopsida","NLC"
"Gastrodia confusoides taitungensis","Plantae","Magnoliopsida","DD"
"Gastrodia fontinalis fontinalis","Plantae","Magnoliopsida","NCR"
"Gastrodia fontinalis suburceolata","Plantae","Magnoliopsida","NVU"
"Glechoma hederacea grandis","Plantae","Magnoliopsida","NLC"
"Glycosmis parviflora erythrocarpa","Plantae","Magnoliopsida","NLC"
"Gnaphalium hypoleucum amoyense","Plantae","Magnoliopsida","NLC"
"Gnaphalium hypoleucum hypoleucum","Plantae","Magnoliopsida","NLC"
"Gnaphalium involucratum ramosum","Plantae","Magnoliopsida","NLC"
"Gnaphalium involucratum simplex","Plantae","Magnoliopsida","NLC"
"Goodyera similis albonervosa","Plantae","Magnoliopsida","DD"
"Ischaemum aristatum aristatum","Plantae","Magnoliopsida","NLC"
"Ischaemum aristatum momiyamai","Plantae","Magnoliopsida","DD"
"Ischaemum barbatum gibbum","Plantae","Magnoliopsida","NLC"
"Justicia procumbens hayatae","Plantae","Magnoliopsida","NVU"
